# model=m N=5 tag=3 x=0.5 y=0.6 M=400000 dt=0.0001
t,tau,C,connected,disconnected
0.0772,0.0293,-0.175757,3.0125,3.18826
0.0772,0.0374,-0.0687116,3.10625,3.17496
0.0772,0.0476,0.0234216,3.2625,3.23908
0.0772,0.0606,0.0683016,3.275,3.2067
0.0772,0.0772,-0.102593,3.10625,3.20884
0.0772,0.0983,0.217873,3.425,3.20713
0.0772,0.1252,0.163186,3.38125,3.21806
0.0772,0.1595,-0.121405,3.075,3.19641
0.0772,0.2031,0.133772,3.33125,3.19748
0.0772,0.2586,0.0600904,3.2625,3.20241
0.0772,0.3293,0.200258,3.41875,3.21849
0.0772,0.4193,-0.0369967,3.1875,3.2245
0.0772,0.5338,-0.0949043,3.1,3.1949
0.0772,0.6797,0.11441,3.31875,3.20434
0.0772,0.8655,-0.135987,3.075,3.21099
0.0772,1.102,0.194123,3.35,3.15588
0.0772,1.4031,0.0637937,3.23125,3.16746
0.0772,1.7864,0,3.1,0
0.0983,0.0009,-1.8588,1.43125,3.29005
0.0983,0.0012,-1.15803,2.1125,3.27053
0.0983,0.0015,-0.57167,2.675,3.24667
0.0983,0.002,0.204333,3.4625,3.25817
0.0983,0.0025,0.466318,3.7375,3.27118
0.0983,0.0032,1.18446,4.45,3.26554
0.0983,0.0042,1.31286,4.61875,3.30589
0.0983,0.0053,1.16279,4.4125,3.24971
0.0983,0.0068,1.33884,4.59375,3.25491
0.0983,0.0087,1.24765,4.50625,3.2586
0.0983,0.0111,0.980323,4.21875,3.23843
0.0983,0.0142,0.660652,3.875,3.21435
0.0983,0.018,0.72833,3.975,3.24667
0.0983,0.023,0.275781,3.55,3.27422
0.0983,0.0293,0.100537,3.4125,3.31196
0.0983,0.0374,-0.135675,3.14375,3.27942
0.0983,0.0476,0.101026,3.3375,3.23647
0.0983,0.0606,-0.121846,3.11875,3.2406
0.0983,0.0772,0.136966,3.38125,3.24428
0.0983,0.0983,-0.0530959,3.1875,3.2406
0.0983,0.1252,0.036058,3.2875,3.25144
0.0983,0.1595,-0.137748,3.0625,3.20025
0.0983,0.2031,-0.0970628,3.14375,3.24081
0.0983,0.2586,0.0857056,3.325,3.23929
0.0983,0.3293,-0.0414911,3.2375,3.27899
0.0983,0.4193,0.161668,3.41875,3.25708
0.0983,0.5338,0.300117,3.54375,3.24363
0.0983,0.6797,0.13679,3.375,3.23821
0.0983,0.8655,-0.0678598,3.15625,3.22411
0.0983,1.102,0.0419964,3.275,3.233
0.0983,1.4031,-0.12045,3.1375,3.25795
0.0983,1.7864,0,3.1375,0
0.1252,0.0009,-1.71057,1.50625,3.21682
0.1252,0.0012,-1.08668,2.14375,3.23042
0.1252,0.0015,-0.462095,2.7625,3.22459
0.1252,0.002,0.0761959,3.3375,3.2613
0.1252,0.0025,0.6639,3.93125,3.26735
0.1252,0.0032,0.731631,3.96875,3.23712
0.1252,0.0042,1.12473,4.3625,3.23777
0.1252,0.0053,1.41744,4.6375,3.22006
0.1252,0.0068,1.09756,4.34375,3.24619
0.1252,0.0087,1.26271,4.475,3.21229
0.1252,0.0111,1.0914,4.29375,3.20235
0.1252,0.0142,0.722586,3.95625,3.23366
0.1252,0.018,0.57039,3.825,3.25461
0.1252,0.023,0.455299,3.7125,3.2572
0.1252,0.0293,0.348833,3.60625,3.25742
0.1252,0.0374,0.223666,3.45625,3.23258
0.1252,0.0476,-0.0123472,3.23125,3.2436
0.1252,0.0606,0.0893316,3.35625,3.26692
0.1252,0.0772,0.203176,3.44375,3.24057
0.1252,0.0983,0.138313,3.375,3.23669
0.1252,0.1252,0.0801316,3.3125,3.23237
0.1252,0.1595,0.148018,3.38125,3.23323
0.1252,0.2031,-0.0653825,3.1875,3.25288
0.1252,0.2586,-0.2944,2.91875,3.21315
0.1252,0.3293,0.0393316,3.30625,3.26692
0.1252,0.4193,0.166385,3.375,3.20862
0.1252,0.5338,-0.06808,3.13125,3.19933
0.1252,0.6797,-9.96875e-05,3.2625,3.2626
0.1252,0.8655,-0.293369,2.94375,3.23712
0.1252,1.102,0.138757,3.36875,3.22999
0.1252,1.4031,-0.122423,3.09375,3.21617
0.1252,1.7864,0,3.025,0
0.1595,0.0009,-1.87733,1.36875,3.24608
0.1595,0.0012,-1.09353,2.1625,3.25603
0.1595,0.0015,-0.631552,2.59375,3.2253
0.1595,0.002,0.198197,3.475,3.2768
0.1595,0.0025,0.722216,3.975,3.25278
0.1595,0.0032,1.05229,4.275,3.22271
0.1595,0.0042,1.29643,4.53125,3.23482
0.1595,0.0053,1.657,4.8875,3.2305
0.1595,0.0068,1.40102,4.61875,3.21773
0.1595,0.0087,1.26557,4.5625,3.29693
0.1595,0.0111,1.14683,4.3875,3.24067
0.1595,0.0142,0.83142,4.1,3.26858
0.1595,0.018,0.609831,3.8875,3.27767
0.1595,0.023,0.457437,3.6875,3.23006
0.1595,0.0293,0.405605,3.6625,3.2569
0.1595,0.0374,0.0612171,3.2625,3.20128
0.1595,0.0476,-0.00191831,3.25,3.25192
0.1595,0.0606,-0.16923,3.1,3.26923
0.1595,0.0772,0.0369813,3.2625,3.22552
0.1595,0.0983,0.0325891,3.225,3.19241
0.1595,0.1252,0.141233,3.38125,3.24002
0.1595,0.1595,0.120892,3.38125,3.26036
0.1595,0.2031,0.00514659,3.26875,3.2636
0.1595,0.2586,-0.126269,3.125,3.25127
0.1595,0.3293,0.124329,3.3875,3.26317
0.1595,0.4193,0.0293823,3.26875,3.23937
0.1595,0.5338,0.17359,3.40625,3.23266
0.1595,0.6797,0.138063,3.3625,3.22444
0.1595,0.8655,-0.106055,3.15625,3.26231
0.1595,1.102,-0.149437,3.075,3.22444
0.1595,1.4031,0.130579,3.39375,3.26317
0.1595,1.7864,0,3.075,0
0.2031,0.0009,-1.75979,1.475,3.23479
0.2031,0.0012,-1.0251,2.20625,3.23135
0.2031,0.0015,-0.526041,2.6375,3.16354
0.2031,0.002,0.31119,3.5125,3.20131
0.2031,0.0025,0.606362,3.8375,3.23114
0.2031,0.0032,0.923476,4.125,3.20152
0.2031,0.0042,1.05094,4.275,3.22406
0.2031,0.0053,1.44453,4.68125,3.23672
0.2031,0.0068,1.09408,4.325,3.23092
0.2031,0.0087,1.32793,4.5125,3.18457
0.2031,0.0111,0.790402,3.96875,3.17835
0.2031,0.0142,0.54295,3.7125,3.16955
0.2031,0.018,0.666743,3.90625,3.23951
0.2031,0.023,0.514194,3.7625,3.24831
0.2031,0.0293,0.308535,3.54375,3.23522
0.2031,0.0374,0.0518019,3.275,3.2232
0.2031,0.0476,0.00566456,3.225,3.21934
0.2031,0.0606,0.0375044,3.29375,3.25625
0.2031,0.0772,-0.00605741,3.19375,3.19981
0.2031,0.0983,0.0939694,3.3,3.20603
0.2031,0.1252,-0.10764,3.125,3.23264
0.2031,0.1595,-0.136503,3.1,3.2365
0.2031,0.2031,0.00139981,3.18125,3.17985
0.2031,0.2586,-0.0395337,3.14375,3.18328
0.2031,0.3293,-0.0263363,3.16875,3.19509
0.2031,0.4193,0.159769,3.38125,3.22148
0.2031,0.5338,-0.201041,2.9625,3.16354
0.2031,0.6797,-0.0296627,3.19375,3.22341
0.2031,0.8655,-0.182721,3.03125,3.21397
0.2031,1.102,-0.197044,2.99375,3.19079
0.2031,1.4031,-0.285537,2.925,3.21054
0.2031,1.7864,0,3.10625,0
0.2586,0.0009,-1.6409,1.59375,3.23465
0.2586,0.0012,-1.0332,2.25,3.2832
0.2586,0.0015,-0.406765,2.8625,3.26926
0.2586,0.002,0.474076,3.7625,3.28842
0.2586,0.0025,0.665251,3.93125,3.266
0.2586,0.0032,0.998487,4.28125,3.28276
0.2586,0.0042,1.35358,4.64375,3.29017
0.2586,0.0053,1.06752,4.34375,3.27623
0.2586,0.0068,1.29825,4.51875,3.2205
0.2586,0.0087,1.25854,4.50625,3.24771
0.2586,0.0111,0.906798,4.15625,3.24945
0.2586,0.0142,0.801726,4.0625,3.26077
0.2586,0.018,1.02113,4.28125,3.26012
0.2586,0.023,0.502661,3.75625,3.25359
0.2586,0.0293,0.333438,3.6125,3.27906
0.2586,0.0374,0.194812,3.5,3.30519
0.2586,0.0476,0.318108,3.6,3.28189
0.2586,0.0606,0.145195,3.4125,3.26731
0.2586,0.0772,-0.0201618,3.23125,3.25141
0.2586,0.0983,0.0425559,3.29375,3.25119
0.2586,0.1252,0.110345,3.35,3.23965
0.2586,0.1595,0.260026,3.53125,3.27122
0.2586,0.2031,0.0516101,3.28125,3.22964
0.2586,0.2586,-0.114449,3.16875,3.2832
0.2586,0.3293,-0.0350305,3.2375,3.27253
0.2586,0.4193,-0.0185739,3.225,3.24357
0.2586,0.5338,0.119054,3.35,3.23095
0.2586,0.6797,0.0376761,3.28125,3.24357
0.2586,0.8655,-0.116063,3.15625,3.27231
0.2586,1.102,0.200893,3.4375,3.23661
0.2586,1.4031,0.228059,3.50625,3.27819
0.2586,1.7864,0,0,0
0.3293,0.0009,-1.91725,1.375,3.29225
0.3293,0.0012,-1.14606,2.125,3.27106
0.3293,0.0015,-0.322869,2.9125,3.23537
0.3293,0.002,0.135305,3.375,3.23969
0.3293,0.0025,0.74562,3.99375,3.24813
0.3293,0.0032,0.987126,4.2,3.21287
0.3293,0.0042,1.08593,4.33125,3.24532
0.3293,0.0053,1.26774,4.5375,3.26976
0.3293,0.0068,1.45215,4.68125,3.2291
0.3293,0.0087,1.26124,4.48125,3.22001
0.3293,0.0111,1.12821,4.3625,3.23429
0.3293,0.0142,0.669881,3.94375,3.27387
0.3293,0.018,0.330263,3.59375,3.26349
0.3293,0.023,0.346553,3.575,3.22845
0.3293,0.0293,0.126563,3.4,3.27344
0.3293,0.0374,0.204682,3.45,3.24532
0.3293,0.0476,-0.0875542,3.15625,3.2438
0.3293,0.0606,-0.0438849,3.1625,3.20638
0.3293,0.0772,0.10985,3.35625,3.2464
0.3293,0.0983,0.161706,3.43125,3.26954
0.3293,0.1252,-0.0536054,3.21875,3.27236
0.3293,0.1595,0.219493,3.48125,3.26176
0.3293,0.2031,-0.0141942,3.20625,3.22044
0.3293,0.2586,0.230092,3.48125,3.25116
0.3293,0.3293,-0.0197372,3.24375,3.26349
0.3293,0.4193,0.152483,3.35,3.19752
0.3293,0.5338,-0.0858013,3.15,3.2358
0.3293,0.6797,0.191555,3.43125,3.23969
0.3293,0.8655,0.137468,3.375,3.23753
0.3293,1.102,-0.0281728,3.24375,3.27192
0.3293,1.4031,-0.11012,3.05625,3.16637
0.3293,1.7864,0,0,0
0.4193,0.0009,-1.7559,1.50625,3.26215
0.4193,0.0012,-1.13712,2.1125,3.24962
0.4193,0.0015,-0.629555,2.6125,3.24205
0.4193,0.002,0.263547,3.50625,3.2427
0.4193,0.0025,0.529737,3.7625,3.23276
0.4193,0.0032,1.09325,4.26875,3.1755
0.4193,0.0042,1.44139,4.66875,3.22736
0.4193,0.0053,1.38188,4.61875,3.23687
0.4193,0.0068,1.63574,4.88125,3.24551
0.4193,0.0087,1.29453,4.55625,3.26172
0.4193,0.0111,1.02151,4.26875,3.24724
0.4193,0.0142,0.749136,3.98125,3.23211
0.4193,0.018,0.551679,3.8,3.24832
0.4193,0.023,0.407115,3.6375,3.23039
0.4193,0.0293,0.0994509,3.375,3.27555
0.4193,0.0374,0.179354,3.475,3.29565
0.4193,0.0476,-0.070013,3.15,3.22001
0.4193,0.0606,0.0913397,3.3375,3.24616
0.4193,0.0772,-0.0806517,3.16875,3.2494
0.4193,0.0983,0.0303523,3.275,3.24465
0.4193,0.1252,0.176563,3.3875,3.21094
0.4193,0.1595,0.127577,3.3625,3.23492
0.4193,0.2031,-0.112749,3.13125,3.244
0.4193,0.2586,0.199385,3.41875,3.21936
0.4193,0.3293,0.0742361,3.26875,3.19451
0.4193,0.4193,0.0971253,3.275,3.17787
0.4193,0.5338,-0.0478222,3.175,3.22282
0.4193,0.6797,-0.203109,3.0625,3.26561
0.4193,0.8655,0.0496838,3.31875,3.26907
0.4193,1.102,0.0547041,3.3,3.2453
0.4193,1.4031,0,3.325,0
0.4193,1.7864,0,0,0
0.5338,0.0009,-1.67829,1.53125,3.20954
0.5338,0.0012,-1.04934,2.16875,3.21809
0.5338,0.0015,-0.284013,2.8875,3.17151
0.5338,0.002,0.225178,3.4375,3.21232
0.5338,0.0025,0.528646,3.69375,3.1651
0.5338,0.0032,0.94382,4.14375,3.19993
0.5338,0.0042,1.14585,4.33125,3.1854
0.5338,0.0053,0.872345,4.05625,3.18391
0.5338,0.0068,1.09761,4.2625,3.16489
0.5338,0.0087,1.29099,4.5125,3.22151
0.5338,0.0111,0.992592,4.2,3.20741
0.5338,0.0142,0.499749,3.6875,3.18775
0.5338,0.018,0.660701,3.86875,3.20805
0.5338,0.023,0.455943,3.6125,3.15656
0.5338,0.0293,0.290454,3.475,3.18455
0.5338,0.0374,0.239066,3.4375,3.19843
0.5338,0.0476,0.0909911,3.3125,3.22151
0.5338,0.0606,0.233245,3.45625,3.223
0.5338,0.0772,0.0667355,3.25,3.18326
0.5338,0.0983,-0.138552,3.05625,3.1948
0.5338,0.1252,0.171969,3.3375,3.16553
0.5338,0.1595,-0.104311,3.0875,3.19181
0.5338,0.2031,-0.0122204,3.1375,3.14972
0.5338,0.2586,0.148091,3.31875,3.17066
0.5338,0.3293,-0.227548,2.96875,3.1963
0.5338,0.4193,-0.0614693,3.125,3.18647
0.5338,0.5338,-0.0768526,3.125,3.20185
0.5338,0.6797,0.0461188,3.2625,3.21638
0.5338,0.8655,-0.0867931,3.0625,3.14929
0.5338,1.102,0.0767796,3.275,3.19822
0.5338,1.4031,0,3.2125,0
0.5338,1.7864,0,0,0
0.6797,0.0009,-1.80011,1.425,3.22511
0.6797,0.0012,-1.03007,2.19375,3.22382
0.6797,0.0015,-0.624707,2.63125,3.25596
0.6797,0.002,0.21982,3.425,3.20518
0.6797,0.0025,0.785503,4.01875,3.23325
0.6797,0.0032,1.39522,4.63125,3.23603
0.6797,0.0042,1.13453,4.3125,3.17797
0.6797,0.0053,1.24486,4.45625,3.21139
0.6797,0.0068,1.4195,4.60625,3.18675
0.6797,0.0087,0.977539,4.2125,3.23496
0.6797,0.0111,0.887389,4.075,3.18761
0.6797,0.0142,0.786929,4.00625,3.21932
0.6797,0.018,0.413705,3.56875,3.15505
0.6797,0.023,0.276137,3.45625,3.18011
0.6797,0.0293,0.265033,3.4625,3.19747
0.6797,0.0374,-0.0153538,3.21875,3.2341
0.6797,0.0476,0.116753,3.35,3.23325
0.6797,0.0606,0.0209647,3.2375,3.21654
0.6797,0.0772,-0.0890378,3.1125,3.20154
0.6797,0.0983,0.126676,3.325,3.19832
0.6797,0.1252,0.0191467,3.25625,3.2371
0.6797,0.1595,0.163711,3.35625,3.19254
0.6797,0.2031,0.0317508,3.25,3.21825
0.6797,0.2586,0.0143535,3.20625,3.1919
0.6797,0.3293,-0.0902865,3.11875,3.20904
0.6797,0.4193,-0.275246,2.9625,3.23775
0.6797,0.5338,-0.0690695,3.15625,3.22532
0.6797,0.6797,-0.030933,3.15625,3.18718
0.6797,0.8655,0.0243498,3.19375,3.1694
0.6797,1.102,0.0241355,3.19375,3.16961
0.6797,1.4031,0,0,0
0.6797,1.7864,0,0,0
0.8655,0.0009,-1.80091,1.35625,3.15716
0.8655,0.0012,-1.00635,2.19375,3.2001
0.8655,0.0015,-0.459459,2.70625,3.16571
0.8655,0.002,0.222066,3.41875,3.19668
0.8655,0.0025,0.640925,3.85,3.20907
0.8655,0.0032,0.811696,3.98125,3.16955
0.8655,0.0042,1.04926,4.25,3.20074
0.8655,0.0053,1.21682,4.38125,3.16443
0.8655,0.0068,1.3906,4.5875,3.1969
0.8655,0.0087,1.12296,4.275,3.15204
0.8655,0.0111,0.764967,3.9875,3.22253
0.8655,0.0142,0.773824,3.95,3.17618
0.8655,0.018,0.529548,3.74375,3.2142
0.8655,0.023,0.415547,3.60625,3.1907
0.8655,0.0293,0.471809,3.7125,3.24069
0.8655,0.0374,0.198189,3.4,3.20181
0.8655,0.0476,0.109346,3.28125,3.1719
0.8655,0.0606,-0.333061,2.86875,3.20181
0.8655,0.0772,0.0511793,3.25,3.19882
0.8655,0.0983,-0.262608,2.9125,3.17511
0.8655,0.1252,0.0662976,3.26875,3.20245
0.8655,0.1595,-0.0268605,3.19375,3.22061
0.8655,0.2031,0.294288,3.49375,3.19946
0.8655,0.2586,0.0267162,3.2375,3.21078
0.8655,0.3293,-0.047539,3.15,3.19754
0.8655,0.4193,-0.100469,3.13125,3.23172
0.8655,0.5338,0.194917,3.34375,3.14883
0.8655,0.6797,-0.0601546,3.1,3.16015
0.8655,0.8655,0.125368,3.28125,3.15588
0.8655,1.102,0,3.13125,0
0.8655,1.4031,0,0,0
0.8655,1.7864,0,0,0
1.102,0.0009,-1.83095,1.4125,3.24345
1.102,0.0012,-1.04285,2.20625,3.2491
1.102,0.0015,-0.416931,2.825,3.24193
1.102,0.002,0.430026,3.675,3.24497
1.102,0.0025,0.748339,3.96875,3.22041
1.102,0.0032,1.08872,4.325,3.23628
1.102,0.0042,1.22926,4.4375,3.20824
1.102,0.0053,1.32975,4.55625,3.2265
1.102,0.0068,1.25616,4.46875,3.21259
1.102,0.0087,1.04046,4.3,3.25954
1.102,0.0111,0.824972,4.08125,3.25628
1.102,0.0142,0.877579,4.10625,3.22867
1.102,0.018,0.454101,3.68125,3.22715
1.102,0.023,0.382471,3.61875,3.23628
1.102,0.0293,0.233015,3.48125,3.24823
1.102,0.0374,0.174155,3.4,3.22585
1.102,0.0476,0.311436,3.5125,3.20106
1.102,0.0606,-0.147692,3.0875,3.23519
1.102,0.0772,0.182142,3.38125,3.19911
1.102,0.0983,0.135243,3.375,3.23976
1.102,0.1252,0.0297547,3.28125,3.2515
1.102,0.1595,-0.195355,3.04375,3.2391
1.102,0.2031,0.324101,3.55625,3.23215
1.102,0.2586,0.124753,3.35625,3.2315
1.102,0.3293,0.0867684,3.375,3.28823
1.102,0.4193,-0.0645377,3.2,3.26454
1.102,0.5338,0.283614,3.5375,3.25389
1.102,0.6797,0.0716542,3.2875,3.21585
1.102,0.8655,0,3.13125,0
1.102,1.102,0,0,0
1.102,1.4031,0,0,0
1.102,1.7864,0,0,0
1.4031,0.0009,-1.76474,1.4625,3.22724
1.4031,0.0012,-1.03974,2.1875,3.22724
1.4031,0.0015,-0.598018,2.6875,3.28552
1.4031,0.002,0.163073,3.4375,3.27443
1.4031,0.0025,0.769067,4,3.23093
1.4031,0.0032,1.28731,4.575,3.28769
1.4031,0.0042,1.16274,4.45,3.28726
1.4031,0.0053,1.47771,4.70625,3.22854
1.4031,0.0068,1.21201,4.4125,3.20049
1.4031,0.0087,1.26309,4.4875,3.22441
1.4031,0.0111,0.967384,4.19375,3.22637
1.4031,0.0142,0.609516,3.8,3.19048
1.4031,0.018,0.463856,3.675,3.21114
1.4031,0.023,0.252387,3.46875,3.21636
1.4031,0.0293,0.119928,3.375,3.25507
1.4031,0.0374,0.174551,3.41875,3.2442
1.4031,0.0476,0.0273872,3.24375,3.21636
1.4031,0.0606,0.302861,3.5625,3.25964
1.4031,0.0772,0.212769,3.425,3.21223
1.4031,0.0983,0.121337,3.3875,3.26616
1.4031,0.1252,0.14852,3.3875,3.23898
1.4031,0.1595,0.176821,3.45625,3.27943
1.4031,0.2031,-0.0723,3.18125,3.25355
1.4031,0.2586,0.156823,3.43125,3.27443
1.4031,0.3293,0.228975,3.4125,3.18353
1.4031,0.4193,0,3.15625,0
1.4031,0.5338,0,3.25625,0
1.4031,0.6797,0,0,0
1.4031,0.8655,0,0,0
1.4031,1.102,0,0,0
1.4031,1.4031,0,0,0
1.4031,1.7864,0,0,0
1.7864,0.0009,0,1.375,0
1.7864,0.0012,0,1.99375,0
1.7864,0.0015,0,2.55625,0
1.7864,0.002,0,3.45,0
1.7864,0.0025,0,3.5875,0
1.7864,0.0032,0,4.50625,0
1.7864,0.0042,0,4.55,0
1.7864,0.0053,0,4.25,0
1.7864,0.0068,0,4.4,0
1.7864,0.0087,0,4.325,0
1.7864,0.0111,0,4.26875,0
1.7864,0.0142,0,4.01875,0
1.7864,0.018,0,3.6625,0
1.7864,0.023,0,3.44375,0
1.7864,0.0293,0,3.69375,0
1.7864,0.0374,0,3.175,0
1.7864,0.0476,0,3.4,0
1.7864,0.0606,0,3.225,0
1.7864,0.0772,0,3.0625,0
1.7864,0.0983,0,3.34375,0
1.7864,0.1252,0,3.39375,0
1.7864,0.1595,0,3.20625,0
1.7864,0.2031,0,3.31875,0
1.7864,0.2586,0,0,0
1.7864,0.3293,0,0,0
1.7864,0.4193,0,0,0
1.7864,0.5338,0,0,0
1.7864,0.6797,0,0,0
1.7864,0.8655,0,0,0
1.7864,1.102,0,0,0
1.7864,1.4031,0,0,0
1.7864,1.7864,0,0,0
