# N=5 tag=3 x=0.5 y=0.6 max_many_eig=100
t,tau,C,connected,disconnected
0.00318821,0.00412521,-2.0598,6.3393,8.3991
0.00318821,0.00469241,-1.71566,6.44424,8.1599
0.00318821,0.00533759,-1.40994,6.50769,7.91763
0.00318821,0.00607149,-1.14242,6.5314,7.67382
0.00318821,0.00690629,-0.911638,6.51833,7.42997
0.00318821,0.00785588,-0.715185,6.47235,7.18754
0.00318821,0.00893602,-0.550031,6.39783,6.94786
0.00318821,0.0101647,-0.412848,6.29932,6.71217
0.00318821,0.0115623,-0.300265,6.18132,6.48159
0.00318821,0.013152,-0.209038,6.04803,6.25707
0.00318821,0.0149604,-0.136153,5.9033,6.03946
0.00318821,0.0170174,-0.0788751,5.75056,5.82944
0.00318821,0.0193572,-0.0347509,5.59284,5.62759
0.00318821,0.0220187,-0.00159815,5.43279,5.43439
0.00318821,0.0250462,0.0225204,5.27277,5.25025
0.00318821,0.0284899,0.0393154,5.11492,5.07561
0.00318821,0.0324072,0.0502749,4.96121,4.91094
0.00318821,0.036863,0.0566551,4.81347,4.75682
0.00318821,0.0419315,0.0594727,4.6734,4.61393
0.00318821,0.0476969,0.0595156,4.54253,4.48301
0.00318821,0.054255,0.0573822,4.42213,4.36474
0.00318821,0.0617148,0.0535424,4.3132,4.25966
0.00318821,0.0702003,0.0484029,4.2164,4.168
0.00318821,0.0798525,0.0423566,4.13201,4.08966
0.00318821,0.0908318,0.0358051,4.05994,4.02413
0.00318821,0.103321,0.0291531,3.99974,3.97059
0.00318821,0.117527,0.0227828,3.9507,3.92791
0.00318821,0.133686,0.0170188,3.91182,3.8948
0.00318821,0.152068,0.0120952,3.88195,3.86985
0.00318821,0.172976,0.00813456,3.85982,3.85169
0.00318821,0.19676,0.00514579,3.84412,3.83898
0.00318821,0.223813,0.00304047,3.83354,3.8305
0.00318821,0.254587,0.0016646,3.82682,3.82516
0.00318821,0.289591,0.00083661,3.82285,3.82201
0.00318821,0.329408,0.000381845,3.82069,3.82031
0.00318821,0.374701,0.000156301,3.81963,3.81947
0.00318821,0.42622,5.65532e-05,3.81916,3.8191
0.00318821,0.484824,1.77882e-05,3.81898,3.81896
0.00318821,0.551485,4.77191e-06,3.81892,3.81891
0.00318821,0.627311,1.06823e-06,3.8189,3.8189
0.00318821,0.713564,1.94651e-07,3.81889,3.81889
0.00318821,0.811675,2.8066e-08,3.81889,3.81889
0.00318821,0.923277,3.10071e-09,3.81889,3.81889
0.00318821,1.05022,2.53044e-10,3.81889,3.81889
0.00318821,1.19462,1.46319e-11,3.81889,3.81889
0.00318821,1.35888,5.71776e-13,3.81889,3.81889
0.00318821,1.54572,1.43384e-14,3.81889,3.81889
0.00318821,1.75825,2.48805e-16,3.81889,3.81889
0.00318821,2,3.50729e-17,3.81889,3.81889
0.00362657,0.001,-7.22465,3.31849,10.5431
0.00362657,0.0011375,-6.76107,3.65915,10.4202
0.00362657,0.0012939,-6.27856,4.00778,10.2863
0.00362657,0.0014718,-5.78163,4.35958,10.1412
0.00362657,0.00167417,-5.27577,4.70893,9.9847
0.00362657,0.00190436,-4.76727,5.04957,9.81684
0.00362657,0.0021662,-4.26302,5.37482,9.63784
0.00362657,0.00246404,-3.7702,5.67793,9.44813
0.00362657,0.00280283,-3.29589,5.95244,9.24833
0.00362657,0.00318821,-2.84665,6.19263,9.03928
0.00362657,0.00362657,-2.4281,6.39391,8.822
0.00362657,0.00412521,-2.04457,6.55311,8.59768
0.00362657,0.00469241,-1.69889,6.66875,8.36763
0.00362657,0.00533759,-1.39229,6.74099,8.13328
0.00362657,0.00607149,-1.1245,6.77157,7.89607
0.00362657,0.00690629,-0.893966,6.76352,7.65749
0.00362657,0.00785588,-0.698178,6.72081,7.41899
0.00362657,0.00893602,-0.534007,6.64796,7.18197
0.00362657,0.0101647,-0.398033,6.5497,6.94773
0.00362657,0.0115623,-0.286802,6.43068,6.71748
0.00362657,0.013152,-0.196999,6.29531,6.49231
0.00362657,0.0149604,-0.125556,6.14761,6.27317
0.00362657,0.0170174,-0.0696966,5.99118,6.06087
0.00362657,0.0193572,-0.0269389,5.8292,5.85613
0.00362657,0.0220187,0.0049181,5.66447,5.65955
0.00362657,0.0250462,0.0278228,5.4995,5.47168
0.00362657,0.0284899,0.0434925,5.33655,5.29306
0.00362657,0.0324072,0.0534208,5.17771,5.12429
0.00362657,0.036863,0.0588711,5.02492,4.96605
0.00362657,0.0419315,0.0608698,4.88001,4.81914
0.00362657,0.0476969,0.0602162,4.74459,4.68437
0.00362657,0.054255,0.057519,4.62003,4.56251
0.00362657,0.0617148,0.0532546,4.50738,4.45413
0.00362657,0.0702003,0.0478287,4.40735,4.35952
0.00362657,0.0798525,0.0416245,4.32022,4.27859
0.00362657,0.0908318,0.0350253,4.24589,4.21086
0.00362657,0.103321,0.0284109,4.18389,4.15548
0.00362657,0.117527,0.0221354,4.13344,4.1113
0.00362657,0.133686,0.0164956,4.0935,4.077
0.00362657,0.152068,0.0117018,4.06285,4.05115
0.00362657,0.172976,0.00785925,4.04018,4.03232
0.00362657,0.19676,0.00496682,4.0241,4.01914
0.00362657,0.223813,0.0029328,4.01327,4.01034
0.00362657,0.254587,0.00160499,4.0064,4.00479
0.00362657,0.289591,0.00080645,4.00234,4.00153
0.00362657,0.329408,0.00036803,4.00013,3.99977
0.00362657,0.374701,0.000150636,3.99905,3.9989
0.00362657,0.42622,5.4502e-05,3.99857,3.99851
0.00362657,0.484824,1.71428e-05,3.99838,3.99836
0.00362657,0.551485,4.59876e-06,3.99832,3.99831
0.00362657,0.627311,1.02947e-06,3.9983,3.9983
0.00362657,0.713564,1.87587e-07,3.9983,3.9983
0.00362657,0.811675,2.70476e-08,3.9983,3.9983
0.00362657,0.923277,2.98819e-09,3.9983,3.9983
0.00362657,1.05022,2.43862e-10,3.9983,3.9983
0.00362657,1.19462,1.41009e-11,3.9983,3.9983
0.00362657,1.35888,5.50907e-13,3.9983,3.9983
0.00362657,1.54572,1.36978e-14,3.9983,3.9983
0.00362657,1.75825,1.19464e-16,3.9983,3.9983
0.00362657,2,-8.65133e-17,3.9983,3.9983
0.00412521,0.001,-7.17723,3.32849,10.5057
0.00412521,0.0011375,-6.71141,3.68376,10.3952
0.00412521,0.0012939,-6.22677,4.0476,10.2744
0.00412521,0.0014718,-5.72792,4.41504,10.143
0.00412521,0.00167417,-5.22041,4.78029,10.0007
0.00412521,0.00190436,-4.71061,5.13688,9.84749
0.00412521,0.0021662,-4.20548,5.47788,9.68336
0.00412521,0.00246404,-3.71227,5.7963,9.50857
0.00412521,0.00280283,-3.23811,6.08543,9.32353
0.00412521,0.00318821,-2.78958,6.3393,9.12888
0.00412521,0.00362657,-2.37231,6.55311,8.92542
0.00412521,0.00412521,-1.99062,6.72353,8.71415
0.00412521,0.00469241,-1.64728,6.84891,8.49619
0.00412521,0.00533759,-1.34347,6.92935,8.27283
0.00412521,0.00607149,-1.07882,6.96658,8.0454
0.00412521,0.00690629,-0.85168,6.96363,7.81531
0.00412521,0.00785588,-0.659443,6.92454,7.58399
0.00412521,0.00893602,-0.498886,6.85394,7.35283
0.00412521,0.0101647,-0.366504,6.75667,7.12318
0.00412521,0.0115623,-0.258772,6.63754,6.89631
0.00412521,0.013152,-0.172319,6.50108,6.6734
0.00412521,0.0149604,-0.104038,6.35147,6.45551
0.00412521,0.0170174,-0.0511256,6.19244,6.24356
0.00412521,0.0193572,-0.0110874,6.0273,6.03839
0.00412521,0.0220187,0.0182797,5.85901,5.84073
0.00412521,0.0250462,0.0389189,5.69017,5.65125
0.00412521,0.0284899,0.0525386,5.52316,5.47062
0.00412521,0.0324072,0.0606238,5.36019,5.29957
0.00412521,0.036863,0.0644326,5.20332,5.13889
0.00412521,0.0419315,0.0649908,5.05446,4.98947
0.00412521,0.0476969,0.0631016,4.91532,4.85222
0.00412521,0.054255,0.0593784,4.78735,4.72797
0.00412521,0.0617148,0.054299,4.67167,4.61737
0.00412521,0.0702003,0.0482633,4.56899,4.52072
0.00412521,0.0798525,0.0416393,4.47963,4.43799
0.00412521,0.0908318,0.0347854,4.40347,4.36868
0.00412521,0.103321,0.0280495,4.34002,4.31197
0.00412521,0.117527,0.0217494,4.28845,4.2667
0.00412521,0.133686,0.0161468,4.24767,4.23152
0.00412521,0.152068,0.0114211,4.21642,4.205
0.00412521,0.172976,0.00765428,4.19332,4.18567
0.00412521,0.19676,0.00482989,4.17696,4.17213
0.00412521,0.223813,0.002849,4.16594,4.16309
0.00412521,0.254587,0.0015581,4.15895,4.15739
0.00412521,0.289591,0.000782586,4.15482,4.15404
0.00412521,0.329408,0.000357064,4.15258,4.15222
0.00412521,0.374701,0.000146133,4.15147,4.15133
0.00412521,0.42622,5.28701e-05,4.15099,4.15093
0.00412521,0.484824,1.66292e-05,4.1508,4.15078
0.00412521,0.551485,4.46095e-06,4.15073,4.15073
0.00412521,0.627311,9.98617e-07,4.15072,4.15071
0.00412521,0.713564,1.81966e-07,4.15071,4.15071
0.00412521,0.811675,2.6237e-08,4.15071,4.15071
0.00412521,0.923277,2.89864e-09,4.15071,4.15071
0.00412521,1.05022,2.36554e-10,4.15071,4.15071
0.00412521,1.19462,1.36783e-11,4.15071,4.15071
0.00412521,1.35888,5.34357e-13,4.15071,4.15071
0.00412521,1.54572,1.32462e-14,4.15071,4.15071
0.00412521,1.75825,7.47191e-17,4.15071,4.15071
0.00412521,2,-1.25086e-16,4.15071,4.15071
0.00469241,0.001,-7.05337,3.32287,10.3762
0.00469241,0.0011375,-6.58862,3.68967,10.2783
0.00469241,0.0012939,-6.10537,4.06555,10.1709
0.00469241,0.0014718,-5.60826,4.44544,10.0537
0.00469241,0.00167417,-5.10289,4.82341,9.9263
0.00469241,0.00190436,-4.59566,5.19284,9.78851
0.00469241,0.0021662,-4.09359,5.54664,9.64023
0.00469241,0.00246404,-3.60393,5.87762,9.48155
0.00469241,0.00280283,-3.13383,6.17887,9.3127
0.00469241,0.00318821,-2.68986,6.44424,9.1341
0.00469241,0.00362657,-2.2776,6.66875,8.94635
0.00469241,0.00412521,-1.90134,6.84891,8.75024
0.00469241,0.00469241,-1.56376,6.98296,8.54672
0.00469241,0.00533759,-1.26594,7.07093,8.33687
0.00469241,0.00607149,-1.00743,7.11447,8.1219
0.00469241,0.00690629,-0.786472,7.11663,7.9031
0.00469241,0.00785588,-0.600358,7.08146,7.68182
0.00469241,0.00893602,-0.445776,7.01365,7.45943
0.00469241,0.0101647,-0.319141,6.91813,7.23727
0.00469241,0.0115623,-0.216866,6.79978,7.01665
0.00469241,0.013152,-0.135534,6.66325,6.79878
0.00469241,0.0149604,-0.0720076,6.51281,6.58482
0.00469241,0.0170174,-0.0234692,6.35232,6.37578
0.00469241,0.0193572,0.0125757,6.18519,6.17262
0.00469241,0.0220187,0.0383202,6.01448,5.97616
0.00469241,0.0250462,0.0556896,5.84291,5.78722
0.00469241,0.0284899,0.0663707,5.67296,5.60659
0.00469241,0.0324072,0.0718277,5.50693,5.4351
0.00469241,0.036863,0.0733033,5.34699,5.27369
0.00469241,0.0419315,0.0718147,5.19514,5.12332
0.00469241,0.0476969,0.068162,5.05316,4.985
0.00469241,0.054255,0.0629586,4.92258,4.85962
0.00469241,0.0617148,0.0566793,4.80457,4.74789
0.00469241,0.0702003,0.0497139,4.69988,4.65016
0.00469241,0.0798525,0.0424098,4.60883,4.56642
0.00469241,0.0908318,0.0350947,4.5313,4.4962
0.00469241,0.103321,0.0280772,4.46677,4.43869
0.00469241,0.117527,0.021632,4.41438,4.39275
0.00469241,0.133686,0.0159782,4.373,4.35702
0.00469241,0.152068,0.0112576,4.34132,4.33006
0.00469241,0.172976,0.00752266,4.31792,4.3104
0.00469241,0.19676,0.00473695,4.30136,4.29663
0.00469241,0.223813,0.00279023,4.29022,4.28743
0.00469241,0.254587,0.00152459,4.28315,4.28163
0.00469241,0.289591,0.000765348,4.27898,4.27821
0.00469241,0.329408,0.000349098,4.27671,4.27636
0.00469241,0.374701,0.000142852,4.2756,4.27545
0.00469241,0.42622,5.16798e-05,4.2751,4.27505
0.00469241,0.484824,1.62545e-05,4.27491,4.2749
0.00469241,0.551485,4.36038e-06,4.27485,4.27484
0.00469241,0.627311,9.76101e-07,4.27483,4.27483
0.00469241,0.713564,1.77863e-07,4.27483,4.27482
0.00469241,0.811675,2.56454e-08,4.27482,4.27482
0.00469241,0.923277,2.83329e-09,4.27482,4.27482
0.00469241,1.05022,2.3122e-10,4.27482,4.27482
0.00469241,1.19462,1.337e-11,4.27482,4.27482
0.00469241,1.35888,5.22411e-13,4.27482,4.27482
0.00469241,1.54572,1.305e-14,4.27482,4.27482
0.00469241,1.75825,1.75586e-16,4.27482,4.27482
0.00469241,2,-1.97142e-17,4.27482,4.27482
0.00533759,0.001,-6.8645,3.30203,10.1665
0.00533759,0.0011375,-6.40364,3.67727,10.0809
0.00533759,0.0012939,-5.92472,4.06204,9.98676
0.00533759,0.0014718,-5.43241,4.4512,9.88361
0.00533759,0.00167417,-4.93235,4.83873,9.77107
0.00533759,0.00190436,-4.43095,5.2179,9.64884
0.00533759,0.0021662,-3.93521,5.58151,9.51672
0.00533759,0.00246404,-3.4524,5.92225,9.37465
0.00533759,0.00280283,-2.98961,6.23307,9.22268
0.00533759,0.00318821,-2.55338,6.50769,9.06107
0.00533759,0.00362657,-2.14923,6.74099,8.89022
0.00533759,0.00412521,-1.78135,6.92935,8.71071
0.00533759,0.00469241,-1.45235,7.07093,8.52328
0.00533759,0.00533759,-1.1632,7.16564,8.32883
0.00533759,0.00607149,-0.913326,7.21509,8.12841
0.00533759,0.00690629,-0.700883,7.22228,7.92317
0.00533759,0.00785588,-0.523058,7.19128,7.71433
0.00533759,0.00893602,-0.376451,7.12675,7.5032
0.00533759,0.0101647,-0.257406,7.03367,7.29107
0.00533759,0.0115623,-0.162278,6.91697,7.07924
0.00533759,0.013152,-0.0876098,6.78135,6.86896
0.00533759,0.0149604,-0.0302415,6.63117,6.66141
0.00533759,0.0170174,0.0126523,6.47035,6.45769
0.00533759,0.0193572,0.0435589,6.30239,6.25884
0.00533759,0.0220187,0.0646529,6.13044,6.06579
0.00533759,0.0250462,0.0778324,5.9573,5.87946
0.00533759,0.0284899,0.0847538,5.78553,5.70078
0.00533759,0.0324072,0.0868522,5.61754,5.53069
0.00533759,0.036863,0.0853469,5.45557,5.37022
0.00533759,0.0419315,0.08124,5.30169,5.22045
0.00533759,0.0476969,0.0753244,5.15779,5.08246
0.00533759,0.054255,0.068209,5.02542,4.95721
0.00533759,0.0617148,0.0603624,4.90582,4.84545
0.00533759,0.0702003,0.0521604,4.79975,4.74759
0.00533759,0.0798525,0.0439254,4.70756,4.66364
0.00533759,0.0908318,0.0359487,4.62913,4.59318
0.00533759,0.103321,0.0284935,4.5639,4.53541
0.00533759,0.117527,0.0217846,4.511,4.48922
0.00533759,0.133686,0.0159918,4.46926,4.45326
0.00533759,0.152068,0.0112132,4.43733,4.42611
0.00533759,0.172976,0.00746598,4.41376,4.4063
0.00533759,0.19676,0.00468912,4.3971,4.39241
0.00533759,0.223813,0.00275721,4.38588,4.38313
0.00533759,0.254587,0.00150486,4.37878,4.37727
0.00533759,0.289591,0.000754942,4.37459,4.37383
0.00533759,0.329408,0.000344227,4.37231,4.37196
0.00533759,0.374701,0.000140833,4.37118,4.37104
0.00533759,0.42622,5.09456e-05,4.37069,4.37064
0.00533759,0.484824,1.6023e-05,4.3705,4.37048
0.00533759,0.551485,4.29826e-06,4.37043,4.37043
0.00533759,0.627311,9.62191e-07,4.37041,4.37041
0.00533759,0.713564,1.75328e-07,4.37041,4.37041
0.00533759,0.811675,2.52799e-08,4.37041,4.37041
0.00533759,0.923277,2.79291e-09,4.37041,4.37041
0.00533759,1.05022,2.27925e-10,4.37041,4.37041
0.00533759,1.19462,1.31792e-11,4.37041,4.37041
0.00533759,1.35888,5.14707e-13,4.37041,4.37041
0.00533759,1.54572,1.2605e-14,4.37041,4.37041
0.00533759,1.75825,-8.59443e-17,4.37041,4.37041
0.00533759,2,-2.78461e-16,4.37041,4.37041
0.00607149,0.001,-6.62309,3.26685,9.88995
0.00607149,0.0011375,-6.16839,3.64763,9.81602
0.00607149,0.0012939,-5.69619,4.03827,9.73447
0.00607149,0.0014718,-5.21118,4.43363,9.64481
0.00607149,0.00167417,-4.71898,4.82765,9.54663
0.00607149,0.00190436,-4.226,5.21356,9.43956
0.00607149,0.0021662,-3.73922,5.5841,9.32332
0.00607149,0.00246404,-3.26585,5.93187,9.19772
0.00607149,0.00280283,-2.81295,6.24976,9.06271
0.00607149,0.00318821,-2.38696,6.5314,8.91836
0.00607149,0.00362657,-1.99333,6.77157,8.7649
0.00607149,0.00412521,-1.63615,6.96658,8.60273
0.00607149,0.00469241,-1.31792,7.11447,8.43238
0.00607149,0.00533759,-1.03949,7.21509,8.25458
0.00607149,0.00607149,-0.800202,7.26997,8.07017
0.00607149,0.00690629,-0.598091,7.28205,7.88015
0.00607149,0.00785588,-0.430252,7.25535,7.6856
0.00607149,0.00893602,-0.293204,7.19451,7.48772
0.00607149,0.0101647,-0.183221,7.10449,7.28772
0.00607149,0.0115623,-0.0966061,6.99024,7.08684
0.00607149,0.013152,-0.0298663,6.85647,6.88633
0.00607149,0.0149604,0.0201793,6.70757,6.68739
0.00607149,0.0170174,0.0563596,6.54751,6.49115
0.00607149,0.0193572,0.0811513,6.37986,6.29871
0.00607149,0.0220187,0.0967063,6.20781,6.1111
0.00607149,0.0250462,0.104891,6.03423,5.92934
0.00607149,0.0284899,0.107326,5.86177,5.75444
0.00607149,0.0324072,0.105413,5.69289,5.58748
0.00607149,0.036863,0.100342,5.52991,5.42957
0.00607149,0.0419315,0.0930983,5.37499,5.28189
0.00607149,0.0476969,0.0844628,5.23004,5.14558
0.00607149,0.054255,0.0750384,5.09671,5.02167
0.00607149,0.0617148,0.0652847,4.97624,4.91095
0.00607149,0.0702003,0.0555606,4.86944,4.81388
0.00607149,0.0798525,0.0461596,4.77666,4.7305
0.00607149,0.0908318,0.037332,4.69777,4.66044
0.00607149,0.103321,0.0292902,4.63223,4.60294
0.00607149,0.117527,0.0222036,4.57911,4.5569
0.00607149,0.133686,0.0161866,4.53723,4.52104
0.00607149,0.152068,0.0112878,4.50522,4.49394
0.00607149,0.172976,0.0074847,4.48162,4.47414
0.00607149,0.19676,0.00468688,4.46494,4.46025
0.00607149,0.223813,0.00275029,4.45372,4.45097
0.00607149,0.254587,0.00149913,4.44661,4.44511
0.00607149,0.289591,0.000751484,4.44242,4.44167
0.00607149,0.329408,0.000342506,4.44014,4.4398
0.00607149,0.374701,0.0001401,4.43902,4.43888
0.00607149,0.42622,5.06756e-05,4.43852,4.43847
0.00607149,0.484824,1.59376e-05,4.43833,4.43832
0.00607149,0.551485,4.27528e-06,4.43827,4.43826
0.00607149,0.627311,9.57043e-07,4.43825,4.43825
0.00607149,0.713564,1.7439e-07,4.43825,4.43825
0.00607149,0.811675,2.51447e-08,4.43824,4.43824
0.00607149,0.923277,2.77796e-09,4.43824,4.43824
0.00607149,1.05022,2.26705e-10,4.43824,4.43824
0.00607149,1.19462,1.31088e-11,4.43824,4.43824
0.00607149,1.35888,5.12114e-13,4.43824,4.43824
0.00607149,1.54572,1.26988e-14,4.43824,4.43824
0.00607149,1.75825,7.57127e-17,4.43824,4.43824
0.00607149,2,-1.15774e-16,4.43824,4.43824
0.00690629,0.001,-6.34173,3.21871,9.56043
0.00690629,0.0011375,-5.89498,3.60229,9.49728
0.00690629,0.0012939,-5.43137,3.99602,9.4274
0.00690629,0.0014718,-4.95558,4.39475,9.35032
0.00690629,0.00167417,-4.4732,4.79242,9.26562
0.00690629,0.00190436,-3.99063,5.18226,9.17289
0.00690629,0.0021662,-3.51478,5.557,9.07178
0.00690629,0.00246404,-3.05281,5.90923,8.96205
0.00690629,0.00280283,-2.6117,6.23181,8.84351
0.00690629,0.00318821,-2.19779,6.51833,8.71612
0.00690629,0.00362657,-1.81644,6.76352,8.57996
0.00690629,0.00412521,-1.47161,6.96363,8.43524
0.00690629,0.00469241,-1.16571,7.11663,8.28234
0.00690629,0.00533759,-0.899482,7.22228,8.12177
0.00690629,0.00607149,-0.672151,7.28205,7.95421
0.00690629,0.00690629,-0.48166,7.2988,7.78046
0.00690629,0.00785588,-0.325018,7.27646,7.60148
0.00690629,0.00893602,-0.198666,7.21962,7.41829
0.00690629,0.0101647,-0.0988197,7.13319,7.23201
0.00690629,0.0115623,-0.0217301,7.02207,7.0438
0.00690629,0.013152,0.0361281,6.89099,6.85486
0.00690629,0.0149604,0.0779549,6.74431,6.66635
0.00690629,0.0170174,0.106583,6.58602,6.47944
0.00690629,0.0193572,0.124478,6.41973,6.29525
0.00690629,0.0220187,0.13377,6.24866,6.11489
0.00690629,0.0250462,0.136292,6.07572,5.93943
0.00690629,0.0284899,0.133628,5.90363,5.77
0.00690629,0.0324072,0.127145,5.73491,5.60776
0.00690629,0.036863,0.118004,5.57192,5.45391
0.00690629,0.0419315,0.107169,5.41687,5.30971
0.00690629,0.0476969,0.0954111,5.27176,5.17635
0.00690629,0.054255,0.0833247,5.13824,5.05491
0.00690629,0.0617148,0.0713594,5.0176,4.94624
0.00690629,0.0702003,0.059855,4.91068,4.85082
0.00690629,0.0798525,0.0490736,4.81783,4.76876
0.00690629,0.0908318,0.0392207,4.73893,4.69971
0.00690629,0.103321,0.0304538,4.67342,4.64297
0.00690629,0.117527,0.0228817,4.62037,4.59749
0.00690629,0.133686,0.016559,4.57858,4.56202
0.00690629,0.152068,0.0114803,4.54666,4.53518
0.00690629,0.172976,0.00757843,4.52314,4.51556
0.00690629,0.19676,0.00473022,4.50653,4.5018
0.00690629,0.223813,0.00276955,4.49536,4.49259
0.00690629,0.254587,0.00150747,4.48828,4.48678
0.00690629,0.289591,0.000755024,4.48411,4.48336
0.00690629,0.329408,0.000343959,4.48184,4.4815
0.00690629,0.374701,0.000140663,4.48073,4.48059
0.00690629,0.42622,5.08739e-05,4.48024,4.48018
0.00690629,0.484824,1.59993e-05,4.48004,4.48003
0.00690629,0.551485,4.29178e-06,4.47998,4.47998
0.00690629,0.627311,9.60733e-07,4.47996,4.47996
0.00690629,0.713564,1.75062e-07,4.47996,4.47996
0.00690629,0.811675,2.52416e-08,4.47996,4.47996
0.00690629,0.923277,2.78867e-09,4.47996,4.47996
0.00690629,1.05022,2.27579e-10,4.47996,4.47996
0.00690629,1.19462,1.31593e-11,4.47996,4.47996
0.00690629,1.35888,5.14086e-13,4.47996,4.47996
0.00690629,1.54572,1.27452e-14,4.47996,4.47996
0.00690629,1.75825,7.35134e-17,4.47996,4.47996
0.00690629,2,-1.18711e-16,4.47996,4.47996
0.00785588,0.001,-6.03234,3.15921,9.19156
0.00785588,0.0011375,-5.5949,3.5432,9.13811
0.00785588,0.0012939,-5.14127,3.93752,9.0788
0.00785588,0.0014718,-4.67612,4.33706,9.01318
0.00785588,0.00167417,-4.20501,4.73582,8.94083
0.00785588,0.00190436,-3.73427,5.12705,8.86132
0.00785588,0.0021662,-3.27077,5.50353,8.7743
0.00785588,0.00246404,-2.82157,5.85786,8.67943
0.00785588,0.00280283,-2.39354,6.18294,8.57648
0.00785588,0.00318821,-1.99295,6.47235,8.4653
0.00785588,0.00362657,-1.62502,6.72081,8.34583
0.00785588,0.00412521,-1.29362,6.92454,8.21817
0.00785588,0.00469241,-1.00104,7.08146,8.0825
0.00785588,0.00533759,-0.747914,7.19128,7.93919
0.00785588,0.00607149,-0.533378,7.25535,7.78873
0.00785588,0.00690629,-0.355289,7.27646,7.63175
0.00785588,0.00785588,-0.21058,7.25844,7.46902
0.00785588,0.00893602,-0.0956287,7.2058,7.30143
0.00785588,0.0101647,-0.00659323,7.12336,7.12995
0.00785588,0.0115623,0.0603169,7.01596,6.95564
0.00785588,0.013152,0.108659,6.88827,6.77961
0.00785588,0.0149604,0.141651,6.74464,6.60299
0.00785588,0.0170174,0.162132,6.58904,6.42691
0.00785588,0.0193572,0.172559,6.42506,6.2525
0.00785588,0.0220187,0.175041,6.25595,6.08091
0.00785588,0.0250462,0.171383,6.08466,5.91328
0.00785588,0.0284899,0.163135,5.91393,5.75079
0.00785588,0.0324072,0.151629,5.74632,5.59469
0.00785588,0.036863,0.138001,5.58424,5.44624
0.00785588,0.0419315,0.123196,5.42996,5.30676
0.00785588,0.0476969,0.107975,5.28548,5.1775
0.00785588,0.054255,0.0929238,5.15251,5.05959
0.00785588,0.0617148,0.0784831,5.03236,4.95388
0.00785588,0.0702003,0.0649723,4.9259,4.86092
0.00785588,0.0798525,0.0526202,4.83347,4.78085
0.00785588,0.0908318,0.0415851,4.75497,4.71338
0.00785588,0.103321,0.0319665,4.68982,4.65786
0.00785588,0.117527,0.0238092,4.6371,4.61329
0.00785588,0.133686,0.0171042,4.5956,4.57849
0.00785588,0.152068,0.0117882,4.56392,4.55214
0.00785588,0.172976,0.00774617,4.5406,4.53285
0.00785588,0.19676,0.00481876,4.52412,4.5193
0.00785588,0.223813,0.00281489,4.51305,4.51024
0.00785588,0.254587,0.00152987,4.50605,4.50452
0.00785588,0.289591,0.000765562,4.50191,4.50115
0.00785588,0.329408,0.000348591,4.49967,4.49932
0.00785588,0.374701,0.000142522,4.49856,4.49842
0.00785588,0.42622,5.1541e-05,4.49807,4.49802
0.00785588,0.484824,1.62084e-05,4.49788,4.49787
0.00785588,0.551485,4.34782e-06,4.49782,4.49782
0.00785588,0.627311,9.73274e-07,4.4978,4.4978
0.00785588,0.713564,1.77347e-07,4.4978,4.4978
0.00785588,0.811675,2.55711e-08,4.4978,4.4978
0.00785588,0.923277,2.82507e-09,4.4978,4.4978
0.00785588,1.05022,2.3055e-10,4.4978,4.4978
0.00785588,1.19462,1.3331e-11,4.4978,4.4978
0.00785588,1.35888,5.20733e-13,4.4978,4.4978
0.00785588,1.54572,1.2849e-14,4.4978,4.4978
0.00785588,1.75825,1.18632e-17,4.4978,4.4978
0.00785588,2,-1.82871e-16,4.4978,4.4978
0.00893602,0.001,-5.70571,3.09017,8.79589
0.00893602,0.0011375,-5.27854,3.47247,8.75101
0.00893602,0.0012939,-4.83588,3.86521,8.7011
0.00893602,0.0014718,-4.38236,4.26335,8.64571
0.00893602,0.00167417,-3.9235,4.66095,8.58445
0.00893602,0.00190436,-3.46555,5.05135,8.5169
0.00893602,0.0021662,-3.01531,5.42737,8.44268
0.00893602,0.00246404,-2.57973,5.78172,8.36145
0.00893602,0.00280283,-2.16559,6.10733,8.27292
0.00893602,0.00318821,-1.77903,6.39783,8.17685
0.00893602,0.00362657,-1.42516,6.64796,8.07312
0.00893602,0.00412521,-1.10774,6.85394,7.96168
0.00893602,0.00469241,-0.828949,7.01365,7.8426
0.00893602,0.00533759,-0.589342,7.12675,7.71609
0.00893602,0.00607149,-0.387964,7.19451,7.58248
0.00893602,0.00690629,-0.222604,7.21962,7.44222
0.00893602,0.00785588,-0.090134,7.2058,7.29593
0.00893602,0.00893602,0.0131196,7.15744,7.14432
0.00893602,0.0101647,0.0910421,7.07928,6.98823
0.00893602,0.0115623,0.147461,6.97605,6.82858
0.00893602,0.013152,0.18596,6.85234,6.66638
0.00893602,0.0149604,0.209778,6.71244,6.50267
0.00893602,0.0170174,0.221758,6.5603,6.33854
0.00893602,0.0193572,0.224357,6.39947,6.17512
0.00893602,0.0220187,0.219665,6.23321,6.01354
0.00893602,0.0250462,0.209466,6.06446,5.85499
0.00893602,0.0284899,0.19528,5.89598,5.7007
0.00893602,0.0324072,0.178412,5.73036,5.55195
0.00893602,0.036863,0.159975,5.57005,5.41007
0.00893602,0.0419315,0.1409,5.41732,5.27642
0.00893602,0.0476969,0.12194,5.27422,5.15228
0.00893602,0.054255,0.103677,5.14248,5.03881
