# model=nm N=5 tag=3 x=0.5 y=0.6 M=400000 dt=0.0001
t,tau,C,connected,disconnected
0.0772,0.0983,-0.199847,3.2875,3.48735
0.0772,0.1252,0.0775693,3.5375,3.45993
0.0772,0.1595,-0.0333124,3.35625,3.38956
0.0772,0.2031,0.0503659,3.51875,3.46838
0.0772,0.2586,0.0738826,3.5,3.42612
0.0772,0.3293,0.19539,3.6375,3.44211
0.0772,0.4193,-0.254037,3.14375,3.39779
0.0772,0.5338,0.0423228,3.4625,3.42018
0.0772,0.6797,0.128239,3.56875,3.44051
0.0772,0.8655,-0.152078,3.21875,3.37083
0.0772,1.102,0.185991,3.6,3.41401
0.0772,1.4031,-0.126117,3.3,3.42612
0.0772,1.7864,0,3.425,0
0.0983,0.0009,-2.36557,1.11875,3.48432
0.0983,0.0012,-1.70158,1.84375,3.54533
0.0983,0.0015,-0.866678,2.60625,3.47293
0.0983,0.002,-0.273641,3.2375,3.51114
0.0983,0.0025,0.301547,3.84375,3.5422
0.0983,0.0032,0.482364,4.0125,3.53014
0.0983,0.0042,0.766353,4.24375,3.4774
0.0983,0.0053,1.14669,4.6375,3.49081
0.0983,0.0068,1.04292,4.5125,3.46958
0.0983,0.0087,1.10275,4.56875,3.466
0.0983,0.0111,1.24065,4.75,3.50935
0.0983,0.0142,0.997032,4.3875,3.39047
0.0983,0.018,1.07489,4.5,3.42511
0.0983,0.023,1.06395,4.49375,3.4298
0.0983,0.0293,0.462135,3.91875,3.45661
0.0983,0.0374,0.771333,4.1875,3.41617
0.0983,0.0476,0.381808,3.8125,3.43069
0.0983,0.0606,0.305769,3.66875,3.36298
0.0983,0.0772,0.276473,3.6875,3.41103
0.0983,0.0983,0.20845,3.56875,3.3603
0.0983,0.1252,0.100831,3.4875,3.38667
0.0983,0.1595,-0.105188,3.275,3.38019
0.0983,0.2031,0.0289882,3.3875,3.35851
0.0983,0.2586,0.0289882,3.3875,3.35851
0.0983,0.3293,-0.100885,3.225,3.32589
0.0983,0.4193,-0.0801954,3.30625,3.38645
0.0983,0.5338,0.323437,3.65625,3.33281
0.0983,0.6797,0.153527,3.525,3.37147
0.0983,0.8655,-0.0352925,3.31875,3.35404
0.0983,1.102,0.10357,3.4375,3.33393
0.0983,1.4031,0.040637,3.3625,3.32186
0.0983,1.7864,0,3.25,0
0.1252,0.0009,-2.05618,1.3125,3.36868
0.1252,0.0012,-1.58238,1.7375,3.31988
0.1252,0.0015,-1.08228,2.2875,3.36978
0.1252,0.002,-0.308835,3.05,3.35883
0.1252,0.0025,0.267941,3.6375,3.36956
0.1252,0.0032,0.448509,3.80625,3.35774
0.1252,0.0042,0.907702,4.25625,3.34855
0.1252,0.0053,1.13229,4.49375,3.36146
0.1252,0.0068,1.00851,4.375,3.36649
0.1252,0.0087,1.15858,4.50625,3.34767
0.1252,0.0111,0.961738,4.3,3.33826
0.1252,0.0142,1.16276,4.4625,3.29974
0.1252,0.018,1.05235,4.4125,3.36015
0.1252,0.023,0.753593,4.13125,3.37766
0.1252,0.0293,0.633699,3.9875,3.3538
0.1252,0.0374,0.579466,3.9,3.32053
0.1252,0.0476,0.21407,3.5125,3.29843
0.1252,0.0606,0.327884,3.625,3.29712
0.1252,0.0772,0.123094,3.4375,3.31441
0.1252,0.0983,0.220686,3.5375,3.31681
0.1252,0.1252,0.0713209,3.43125,3.35993
0.1252,0.1595,0.164483,3.45,3.28552
0.1252,0.2031,0.29104,3.5875,3.29646
0.1252,0.2586,0.0211239,3.3375,3.31638
0.1252,0.3293,0.0207331,3.30625,3.28552
0.1252,0.4193,-0.0866613,3.175,3.26166
0.1252,0.5338,-0.173745,3.13125,3.305
0.1252,0.6797,0.107892,3.3875,3.27961
0.1252,0.8655,-0.0275411,3.24375,3.27129
0.1252,1.102,-0.181334,3.1125,3.29383
0.1252,1.4031,-0.0720946,3.18125,3.25334
0.1252,1.7864,0,3.075,0
0.1595,0.0009,-2.20208,1.09375,3.29583
0.1595,0.0012,-1.58155,1.7375,3.31905
0.1595,0.0015,-0.925728,2.40625,3.33198
0.1595,0.002,-0.191226,3.1,3.29123
0.1595,0.0025,0.132355,3.43125,3.29889
0.1595,0.0032,0.588594,3.875,3.28641
0.1595,0.0042,0.740612,4.075,3.33439
0.1595,0.0053,0.830315,4.175,3.34469
0.1595,0.0068,1.18487,4.475,3.29013
0.1595,0.0087,1.22253,4.56875,3.34622
0.1595,0.0111,1.187,4.53125,3.34425
0.1595,0.0142,1.03138,4.3375,3.30612
0.1595,0.018,0.97275,4.31875,3.346
0.1595,0.023,0.990313,4.35625,3.36594
0.1595,0.0293,0.57373,3.9125,3.33877
0.1595,0.0374,0.281168,3.6,3.31883
0.1595,0.0476,0.202385,3.4625,3.26011
0.1595,0.0606,0.511657,3.8375,3.32584
0.1595,0.0772,0.218275,3.46875,3.25047
0.1595,0.0983,0.00473794,3.31875,3.31401
0.1595,0.1252,0.198465,3.4875,3.28904
0.1595,0.1595,0.0162462,3.325,3.30875
0.1595,0.2031,0.190346,3.475,3.28465
0.1595,0.2586,-0.0303753,3.25625,3.28663
0.1595,0.3293,0.143944,3.40625,3.26231
0.1595,0.4193,-0.10963,3.2,3.30963
0.1595,0.5338,0.00715962,3.33125,3.32409
0.1595,0.6797,0.0874866,3.3625,3.27501
0.1595,0.8655,-0.00923863,3.25,3.25924
0.1595,1.102,0.237187,3.54375,3.30656
0.1595,1.4031,-0.0184289,3.2625,3.28093
0.1595,1.7864,0,3.1625,0
0.2031,0.0009,-2.29875,0.9875,3.28625
0.2031,0.0012,-1.64484,1.6375,3.28234
0.2031,0.0015,-1.01485,2.23125,3.2461
0.2031,0.002,-0.201266,3.075,3.27627
0.2031,0.0025,0.159324,3.43125,3.27193
0.2031,0.0032,0.500298,3.8,3.2997
0.2031,0.0042,1.10416,4.375,3.27084
0.2031,0.0053,1.3052,4.58125,3.27605
0.2031,0.0068,1.5634,4.8375,3.2741
0.2031,0.0087,1.2072,4.50625,3.29905
0.2031,0.0111,1.17929,4.49375,3.31446
0.2031,0.0142,1.21466,4.43125,3.21659
0.2031,0.018,0.793307,4.04375,3.25044
0.2031,0.023,0.695524,4,3.30448
0.2031,0.0293,0.595303,3.8375,3.2422
0.2031,0.0374,0.448081,3.69375,3.24567
0.2031,0.0476,0.545434,3.8,3.25457
0.2031,0.0606,0.060321,3.3125,3.25218
0.2031,0.0772,0.161973,3.45625,3.29428
0.2031,0.0983,0.019957,3.28125,3.26129
0.2031,0.1252,-0.062204,3.20625,3.26845
0.2031,0.1595,-0.047014,3.20625,3.25326
0.2031,0.2031,0.036408,3.31875,3.28234
0.2031,0.2586,-0.2754,2.96875,3.24415
0.2031,0.3293,0.045262,3.325,3.27974
0.2031,0.4193,0.163013,3.43125,3.26824
0.2031,0.5338,-0.119975,3.11875,3.23873
0.2031,0.6797,-0.016591,3.2,3.21659
0.2031,0.8655,0.045999,3.3125,3.2665
0.2031,1.102,0.195303,3.4375,3.2422
0.2031,1.4031,-0.079302,3.23125,3.31055
0.2031,1.7864,0,3.4,0
0.2586,0.0009,-2.14128,1.0625,3.20378
0.2586,0.0012,-1.24437,1.93125,3.17562
0.2586,0.0015,-0.884592,2.3625,3.24709
0.2586,0.002,-0.258176,2.9375,3.19568
0.2586,0.0025,0.381496,3.6,3.2185
0.2586,0.0032,0.839904,4.0375,3.1976
0.2586,0.0042,0.905817,4.1,3.19418
0.2586,0.0053,1.05307,4.23125,3.17818
0.2586,0.0068,1.086,4.28125,3.19525
0.2586,0.0087,1.19452,4.44375,3.24923
0.2586,0.0111,1.39299,4.61875,3.22576
0.2586,0.0142,1.16119,4.375,3.21381
0.2586,0.018,1.06166,4.2375,3.17584
0.2586,0.023,0.886403,4.1,3.2136
0.2586,0.0293,0.746556,3.9625,3.21594
0.2586,0.0374,0.459784,3.6625,3.20272
0.2586,0.0476,0.428534,3.63125,3.20272
0.2586,0.0606,0.500523,3.725,3.22448
0.2586,0.0772,0.206947,3.40625,3.1993
0.2586,0.0983,0.206157,3.4125,3.20634
0.2586,0.1252,0.0484522,3.28125,3.2328
0.2586,0.1595,0.0933804,3.29375,3.20037
0.2586,0.2031,0.0792609,3.26875,3.18949
0.2586,0.2586,-0.0499672,3.16875,3.21872
0.2586,0.3293,0.0599339,3.25625,3.19632
0.2586,0.4193,0.205114,3.39375,3.18864
0.2586,0.5338,0.116261,3.3625,3.24624
0.2586,0.6797,0.138963,3.35,3.21104
0.2586,0.8655,-0.159039,3.1,3.25904
0.2586,1.102,0.161364,3.35,3.18864
0.2586,1.4031,-0.00901487,3.23125,3.24026
0.2586,1.7864,0,0,0
0.3293,0.0009,-2.24168,1.00625,3.24793
0.3293,0.0012,-1.5487,1.725,3.2737
0.3293,0.0015,-0.957129,2.275,3.23213
0.3293,0.002,-0.471822,2.76875,3.24057
0.3293,0.0025,-0.119686,3.125,3.24469
0.3293,0.0032,0.428571,3.725,3.29643
0.3293,0.0042,0.873848,4.11875,3.2449
0.3293,0.0053,1.05488,4.3,3.24512
0.3293,0.0068,1.45247,4.70625,3.25378
0.3293,0.0087,1.14254,4.4,3.25746
0.3293,0.0111,1.1611,4.4125,3.2514
0.3293,0.0142,1.07512,4.325,3.24988
0.3293,0.018,0.995384,4.24375,3.24837
0.3293,0.023,0.972156,4.1625,3.19034
0.3293,0.0293,0.583995,3.825,3.241
0.3293,0.0374,0.445008,3.68125,3.23624
0.3293,0.0476,0.191658,3.40625,3.21459
0.3293,0.0606,0.399252,3.65,3.25075
0.3293,0.0772,0.238211,3.5,3.26179
0.3293,0.0983,-0.0471695,3.175,3.22217
0.3293,0.1252,0.099902,3.35,3.2501
0.3293,0.1595,0.107565,3.33125,3.22369
0.3293,0.2031,-0.022181,3.25,3.27218
0.3293,0.2586,-0.068603,3.175,3.2436
0.3293,0.3293,0.107018,3.35625,3.24923
0.3293,0.4193,-0.192652,3.03125,3.2239
0.3293,0.5338,0.0192275,3.2375,3.21827
0.3293,0.6797,-0.0173325,3.23125,3.24858
0.3293,0.8655,0.0658945,3.30625,3.24036
0.3293,1.102,-0.067287,3.21875,3.28604
0.3293,1.4031,-0.285518,2.98125,3.26677
0.3293,1.7864,0,0,0
0.4193,0.0009,-2.27421,0.9625,3.23671
0.4193,0.0012,-1.5264,1.775,3.3014
0.4193,0.0015,-1.04743,2.225,3.27243
0.4193,0.002,-0.407687,2.85625,3.26394
0.4193,0.0025,0.310192,3.575,3.26481
0.4193,0.0032,0.686214,3.95625,3.27004
0.4193,0.0042,1.22851,4.49375,3.26524
0.4193,0.0053,1.20917,4.46875,3.25958
0.4193,0.0068,1.0813,4.3875,3.3062
0.4193,0.0087,1.05511,4.33125,3.27614
0.4193,0.0111,1.15434,4.38125,3.22691
0.4193,0.0142,1.0962,4.4,3.3038
0.4193,0.018,1.02936,4.275,3.24564
0.4193,0.023,0.963878,4.2875,3.32362
0.4193,0.0293,0.310577,3.6,3.28942
0.4193,0.0374,0.510611,3.75625,3.24564
0.4193,0.0476,0.578858,3.83125,3.25239
0.4193,0.0606,0.456288,3.74375,3.28746
0.4193,0.0772,0.29171,3.53125,3.23954
0.4193,0.0983,0.286533,3.5875,3.30097
0.4193,0.1252,0.359957,3.60625,3.24629
0.4193,0.1595,-0.178012,3.1125,3.29051
0.4193,0.2031,-0.136959,3.14375,3.28071
0.4193,0.2586,0.0880908,3.34375,3.25566
0.4193,0.3293,-0.118679,3.125,3.24368
0.4193,0.4193,-0.127274,3.09375,3.22102
0.4193,0.5338,0.0171626,3.275,3.25784
0.4193,0.6797,0.0510935,3.3,3.24891
0.4193,0.8655,0.199988,3.5125,3.31251
0.4193,1.102,-0.114523,3.14375,3.25827
0.4193,1.4031,0,3.0625,0
0.4193,1.7864,0,0,0
0.5338,0.0009,-2.13297,1.09375,3.22672
0.5338,0.0012,-1.59207,1.68125,3.27332
0.5338,0.0015,-1.08667,2.175,3.26167
0.5338,0.002,-0.264664,2.975,3.23966
0.5338,0.0025,-0.0237244,3.225,3.24872
0.5338,0.0032,0.66658,3.9125,3.24592
0.5338,0.0042,0.984228,4.25625,3.27202
0.5338,0.0053,1.11119,4.3625,3.25131
0.5338,0.0068,1.05516,4.3,3.24484
0.5338,0.0087,1.34737,4.625,3.27763
0.5338,0.0111,1.33274,4.58125,3.24851
0.5338,0.0142,0.906896,4.1375,3.2306
0.5338,0.018,0.815536,4.025,3.20946
0.5338,0.023,0.681033,3.9125,3.23147
0.5338,0.0293,0.77262,4.0125,3.23988
0.5338,0.0374,0.420883,3.675,3.25412
0.5338,0.0476,0.567653,3.81875,3.2511
0.5338,0.0606,-0.0631132,3.13125,3.19436
0.5338,0.0772,0.25819,3.4875,3.22931
0.5338,0.0983,-0.0172294,3.2,3.21723
0.5338,0.1252,-0.195069,3.0625,3.25757
0.5338,0.1595,0.0208651,3.29375,3.27288
0.5338,0.2031,-0.0446023,3.175,3.2196
0.5338,0.2586,-0.0323765,3.25,3.28238
0.5338,0.3293,-0.269159,2.9375,3.20666
0.5338,0.4193,0.0424604,3.26875,3.22629
0.5338,0.5338,-0.129123,3.13125,3.26037
0.5338,0.6797,0.0605807,3.26875,3.20817
0.5338,0.8655,0.113793,3.34375,3.22996
0.5338,1.102,0.0892071,3.3375,3.24829
0.5338,1.4031,0,3.275,0
0.5338,1.7864,0,0,0
0.6797,0.0009,-2.25382,1.0375,3.29132
0.6797,0.0012,-1.63138,1.60625,3.23763
0.6797,0.0015,-1.06868,2.2,3.26868
0.6797,0.002,-0.415633,2.8,3.21563
0.6797,0.0025,0.0640932,3.30625,3.24216
0.6797,0.0032,0.651579,3.91875,3.26717
0.6797,0.0042,0.943844,4.16875,3.22491
0.6797,0.0053,1.19232,4.44375,3.25143
0.6797,0.0068,0.901579,4.16875,3.26717
0.6797,0.0087,1.00698,4.25625,3.24927
0.6797,0.0111,1.16043,4.40625,3.24582
0.6797,0.0142,0.806111,4.0625,3.25639
0.6797,0.018,1.20139,4.41875,3.21736
0.6797,0.023,0.614747,3.84375,3.229
0.6797,0.0293,0.697489,3.95625,3.25876
0.6797,0.0374,0.44337,3.74375,3.30038
0.6797,0.0476,0.232656,3.425,3.19234
0.6797,0.0606,0.250511,3.5,3.24949
0.6797,0.0772,0.283918,3.53125,3.24733
0.6797,0.0983,0.15288,3.40625,3.25337
0.6797,0.1252,-0.0626248,3.16875,3.23137
0.6797,0.1595,-0.0733961,3.15,3.2234
0.6797,0.2031,0.128559,3.325,3.19644
0.6797,0.2586,0.029393,3.275,3.24561
0.6797,0.3293,-0.154438,3.08125,3.23569
0.6797,0.4193,-0.0975299,3.11875,3.21628
0.6797,0.5338,0.261743,3.46875,3.20701
0.6797,0.6797,0.0858657,3.31875,3.23288
0.6797,0.8655,0.120562,3.35625,3.23569
0.6797,1.102,0.273168,3.475,3.20183
0.6797,1.4031,0,0,0
0.6797,1.7864,0,0,0
0.8655,0.0009,-2.04552,1.13125,3.17677
0.8655,0.0012,-1.64115,1.5625,3.20365
0.8655,0.0015,-1.03713,2.18125,3.21838
0.8655,0.002,-0.396122,2.85,3.24612
0.8655,0.0025,0.156926,3.40625,3.24932
0.8655,0.0032,0.402321,3.6,3.19768
0.8655,0.0042,0.931834,4.15,3.21817
0.8655,0.0053,1.18055,4.4,3.21945
0.8655,0.0068,1.10921,4.30625,3.19704
0.8655,0.0087,1.25034,4.4875,3.23716
0.8655,0.0111,1.05888,4.2875,3.22862
0.8655,0.0142,1.18689,4.35,3.16311
0.8655,0.018,0.985553,4.1875,3.20195
0.8655,0.023,0.848175,4.0625,3.21432
0.8655,0.0293,0.845037,4.1125,3.26746
0.8655,0.0374,0.526102,3.73125,3.20515
0.8655,0.0476,0.663663,3.875,3.21134
0.8655,0.0606,0.526254,3.725,3.19875
0.8655,0.0772,0.363904,3.5125,3.1486
0.8655,0.0983,0.259486,3.4625,3.20301
0.8655,0.1252,0.172717,3.3625,3.18978
0.8655,0.1595,-0.0621314,3.1125,3.17463
0.8655,0.2031,0.0813457,3.29375,3.2124
0.8655,0.2586,-0.197494,3.0625,3.25999
0.8655,0.3293,-0.00655134,3.1875,3.19405
0.8655,0.4193,0.0359812,3.28125,3.24527
0.8655,0.5338,-0.0453318,3.15,3.19533
0.8655,0.6797,0.0665892,3.26875,3.20216
0.8655,0.8655,-0.00496653,3.175,3.17997
0.8655,1.102,0,3.03125,0
0.8655,1.4031,0,0,0
0.8655,1.7864,0,0,0
1.102,0.0009,-2.10361,1.13125,3.23486
1.102,0.0012,-1.55692,1.65625,3.21317
1.102,0.0015,-0.832969,2.3875,3.22047
1.102,0.002,-0.14687,3.10625,3.25312
1.102,0.0025,0.363788,3.58125,3.21746
1.102,0.0032,0.51834,3.74375,3.22541
1.102,0.0042,0.892154,4.15,3.25785
1.102,0.0053,1.21439,4.41875,3.20436
1.102,0.0068,1.25035,4.44375,3.1934
1.102,0.0087,1.00803,4.24375,3.23572
1.102,0.0111,1.26456,4.51875,3.25419
1.102,0.0142,1.13676,4.39375,3.25699
1.102,0.018,1.11873,4.33125,3.21252
1.102,0.023,0.768105,3.9875,3.21939
1.102,0.0293,1.01158,4.2125,3.20092
1.102,0.0374,0.443719,3.71875,3.27503
1.102,0.0476,0.422033,3.65625,3.23422
1.102,0.0606,0.322944,3.50625,3.18331
1.102,0.0772,0.0525568,3.2625,3.20994
1.102,0.0983,0.263962,3.46875,3.20479
1.102,0.1252,-0.0954281,3.1375,3.23293
1.102,0.1595,0.0705498,3.3125,3.24195
1.102,0.2031,0.00298644,3.2125,3.20951
1.102,0.2586,-0.0293376,3.18125,3.21059
1.102,0.3293,-0.210424,3.05,3.26042
1.102,0.4193,-0.263165,2.95,3.21317
1.102,0.5338,-0.0783966,3.15625,3.23465
1.102,0.6797,0.035464,3.225,3.18954
1.102,0.8655,0,3.3875,0
1.102,1.102,0,0,0
1.102,1.4031,0,0,0
1.102,1.7864,0,0,0
1.4031,0.0009,-2.03176,1.23125,3.26301
1.4031,0.0012,-1.71497,1.5875,3.30247
1.4031,0.0015,-0.958896,2.3375,3.2964
1.4031,0.002,-0.387254,2.89375,3.281
1.4031,0.0025,-0.0968926,3.1375,3.23439
1.4031,0.0032,0.437789,3.675,3.23721
1.4031,0.0042,0.983553,4.28125,3.2977
1.4031,0.0053,1.33674,4.56875,3.23201
1.4031,0.0068,0.974311,4.23125,3.25694
1.4031,0.0087,1.50083,4.75625,3.25542
1.4031,0.0111,1.05123,4.275,3.22377
1.4031,0.0142,1.23827,4.43125,3.19298
1.4031,0.018,1.11022,4.34375,3.23353
1.4031,0.023,0.707363,3.9875,3.28014
1.4031,0.0293,0.512213,3.7375,3.22529
1.4031,0.0374,0.540236,3.8375,3.29726
1.4031,0.0476,0.286668,3.53125,3.24458
1.4031,0.0606,0.318469,3.50625,3.18778
1.4031,0.0772,0.0364141,3.2875,3.25109
1.4031,0.0983,0.308564,3.53125,3.22269
1.4031,0.1252,0.0960645,3.31875,3.22269
1.4031,0.1595,-0.0715332,3.175,3.24653
1.4031,0.2031,-0.0699531,3.2375,3.30745
1.4031,0.2586,-0.180211,3.1125,3.29271
1.4031,0.3293,0.066252,3.3375,3.27125
1.4031,0.4193,0,3.23125,0
1.4031,0.5338,0,3.04375,0
1.4031,0.6797,0,0,0
1.4031,0.8655,0,0,0
1.4031,1.102,0,0,0
1.4031,1.4031,0,0,0
1.4031,1.7864,0,0,0
1.7864,0.0009,0,1.03125,0
1.7864,0.0012,0,1.7375,0
1.7864,0.0015,0,2.3,0
1.7864,0.002,0,2.94375,0
1.7864,0.0025,0,3.6,0
1.7864,0.0032,0,4.16875,0
1.7864,0.0042,0,4.3375,0
1.7864,0.0053,0,4.38125,0
1.7864,0.0068,0,4.28125,0
1.7864,0.0087,0,4.45,0
1.7864,0.0111,0,4.575,0
1.7864,0.0142,0,4.75,0
1.7864,0.018,0,4.24375,0
1.7864,0.023,0,3.95625,0
1.7864,0.0293,0,4.15625,0
1.7864,0.0374,0,4.19375,0
1.7864,0.0476,0,4.06875,0
1.7864,0.0606,0,3.5,0
1.7864,0.0772,0,3.13125,0
1.7864,0.0983,0,3.30625,0
1.7864,0.1252,0,3.575,0
1.7864,0.1595,0,3.4125,0
1.7864,0.2031,0,3,0
1.7864,0.2586,0,0,0
1.7864,0.3293,0,0,0
1.7864,0.4193,0,0,0
1.7864,0.5338,0,0,0
1.7864,0.6797,0,0,0
1.7864,0.8655,0,0,0
1.7864,1.102,0,0,0
1.7864,1.4031,0,0,0
1.7864,1.7864,0,0,0
